DOM_RTED,human_classification
0.5347222222222222,-1
0.40860215053763443,-1
0.3717948717948718,-1
0.5942857142857143,-1
0.6456310679611651,-1
0.7340823970037453,-1
0.3883495145631068,-1
0.6877637130801688,-1
0.43333333333333335,-1
0.7238805970149254,-1
0.4056603773584906,-1
0.6612903225806451,-1
0.7525083612040134,-1
0.7757575757575758,-1
0.7307692307692307,-1
0.7950138504155124,-1
0.7558139534883721,-1
0.7840531561461794,-1
0.549618320610687,-1
0.7872340425531915,-1
0.7950138504155124,-1
0.8112244897959183,-1
0.8250591016548463,-1
0.8370044052863436,-1
0.8354114713216958,-1
0.8474226804123711,-1
0.8636363636363636,-1
0.8474226804123711,-1
0.8220338983050848,-1
0.8475750577367206,-1
0.42391304347826086,-1
0.6428571428571429,-1
0.21428571428571427,-1
0.8565891472868217,-1
0.8647166361974405,-1
0.8719723183391004,-1
0.8784893267651889,-1
0.86,-1
0.4367816091954023,-1
0.7024390243902439,-1
0.8831858407079646,-1
0.884375,-1
0.884375,-1
0.884375,-1
0.8901830282861897,-1
0.7136150234741784,-1
0.8670886075949367,-1
0.453125,-1
0.8734939759036144,-1
0.582089552238806,-1
0.8945868945868946,-1
0.8990450204638472,-1
0.9031413612565445,-1
0.9069182389937107,-1
0.910411622276029,-1
0.7749077490774908,-1
0.9176029962546817,-1
0.910411622276029,-1
0.9136522753792299,-1
0.9136522753792299,-1
0.9136522753792299,-1
0.9136522753792299,-1
0.7813620071684588,-1
0.9018691588785047,-1
0.9207683073229291,-1
0.9136522753792299,-1
0.9136522753792299,-1
0.47244094488188976,-1
0.6224489795918368,-1
0.5347222222222222,-1
0.7416974169741697,-1
0.923699421965318,-1
0.9166666666666666,-1
0.9194776931447225,-1
0.9221052631578948,-1
0.9245667686034659,-1
0.9268774703557312,-1
0.9290508149568553,-1
0.931098696461825,-1
0.9330316742081448,-1
0.9348591549295775,-1
0.9365895458440445,-1
0.9382303839732888,-1
0.9382303839732888,-1
0.5347222222222222,-1
0.8403141361256544,-1
0.9382303839732888,-1
0.932258064516129,-1
0.9397884458909682,-1
0.9397884458909682,-1
0.5967741935483871,-1
0.9397884458909682,-1
0.9397884458909682,-1
0.9464720194647201,-1
0.8435897435897436,-1
0.9397884458909682,-1
0.6181818181818182,-1
0.5347222222222222,-1
0.9397884458909682,-1
0.47244094488188976,-1
0.7416974169741697,-1
0.47244094488188976,-1
0.7416974169741697,-1
0.5347222222222222,-1
0.47244094488188976,-1
0.7416974169741697,-1
0.47244094488188976,-1
0.7416974169741697,-1
0.47244094488188976,-1
0.7416974169741697,-1
0.8467336683417085,-1
0.9412698412698413,-1
0.5347222222222222,-1
0.9426800929512006,-1
0.9440242057488654,-1
0.9453067257945307,-1
0.9465317919075145,-1
0.9477031802120142,-1
0.9488243430152143,-1
0.949898442789438,-1
0.9509283819628647,-1
0.9519168291098116,-1
0.9528662420382166,-1
0.9537788881948782,-1
0.9546568627450981,-1
0.9555021046301864,-1
0.9563164108618654,-1
0.9571014492753623,-1
0.43820224719101125,-1
0.24,-1
0.36774193548387096,-1
0.5857142857142857,-1
0.1308016877637131,-1
0.23134328358208955,-1
0.5562310030395137,-1
0.30303030303030304,-1
0.3110367892976589,-1
0.3815789473684211,-1
0.37575757575757573,-1
0.2976190476190476,-1
0.43951612903225806,-1
0.4293628808864266,-1
0.4744897959183674,-1
0.5236486486486487,-1
0.5130023640661938,-1
0.55625,-1
0.6776859504132231,-1
0.49222797927461137,-1
0.8990825688073395,-1
0.5130023640661938,-1
0.5462555066079295,-1
0.5752577319587628,-1
0.6007751937984496,-1
0.7408207343412527,-1
0.623400365630713,-1
0.9433962264150944,-1
0.623400365630713,-1
0.6514423076923077,-1
0.7555555555555555,-1
0.35064935064935066,-1
0.5521739130434783,-1
0.643598615916955,-1
0.6617405582922824,-1
0.678125,-1
0.6929955290611028,-1
0.71484375,-1
0.38926174496644295,-1
0.599250936329588,-1
0.7990430622009569,-1
0.7065527065527065,-1
0.7065527065527065,-1
0.7065527065527065,-1
0.8099547511312217,-1
0.6072727272727273,-1
0.7276119402985075,-1
0.6587301587301587,-1
0.7392857142857143,-1
0.49489795918367346,-1
0.7303664921465969,-1
0.740880503144654,-1
0.7506053268765133,-1
0.7596266044340724,-1
0.7680180180180181,-1
0.6606606606606606,-1
0.8493626882966396,-1
0.7680180180180181,-1
0.7758433079434167,-1
0.7758433079434167,-1
0.7758433079434167,-1
0.7758433079434167,-1
0.6656891495601173,-1
0.7926136363636364,-1
0.8536312849162011,-1
0.7758433079434167,-1
0.7758433079434167,-1
0.25925925925925924,-1
0.0,1
0.5675675675675675,-1
0.8586839266450917,-1
0.783157894736842,-1
0.7900101936799184,-1
0.7964426877470355,-1
0.8024928092042186,-1
0.8081936685288641,-1
0.8135746606334842,-1
0.8186619718309859,-1
0.8234790059982862,-1
0.8280467445742905,-1
0.8323840520748577,-1
0.8365079365079365,-1
0.8365079365079365,-1
0.0,1
0.7319819819819819,-1
0.8365079365079365,-1
0.8528225806451613,-1
0.8404337722695585,-1
0.8404337722695585,-1
0.7983870967741935,-1
0.8404337722695585,-1
0.8404337722695585,-1
0.8957528957528957,-1
0.7367256637168141,-1
0.8404337722695585,-1
0.0,1
0.8404337722695585,-1
0.25925925925925924,-1
0.5675675675675675,-1
0.25925925925925924,-1
0.5675675675675675,-1
0.0,1
0.25925925925925924,-1
0.5675675675675675,-1
0.25925925925925924,-1
0.5675675675675675,-1
0.25925925925925924,-1
0.5675675675675675,-1
0.741304347826087,-1
0.8441754916792739,-1
0.0,1
0.8477457501847746,-1
0.8511560693641619,-1
0.8544169611307421,-1
0.8575380359612724,-1
0.8605280974949221,-1
0.863395225464191,-1
0.866146848602989,-1
0.8687898089171975,-1
0.8713304184884447,-1
0.8737745098039216,-1
0.8761274804570054,-1
0.8783943329397875,-1
0.8805797101449275,-1
0.8826879271070615,-1
0.8847229994404029,-1
0.3841059602649007,-1
0.4157303370786517,-1
0.4731182795698925,-1
0.543778801843318,-1
0.15789473684210525,-1
0.6008064516129032,-1
0.0297029702970297,-1
0.6451612903225806,-1
0.1794871794871795,-1
0.5076142131979695,-1
0.6806451612903226,-1
0.7096774193548387,-1
0.6040816326530613,-1
0.7338709677419355,-1
0.6394052044609665,-1
0.7628205128205128,-1
0.5563380281690141,-1
0.7338709677419355,-1
0.7543424317617866,-1
0.771889400921659,-1
0.7870967741935484,-1
0.8155339805825242,-1
0.8004032258064516,-1
0.8004032258064516,-1
0.7342465753424657,-1
0.8265765765765766,-1
0.6312849162011173,-1
0.8121442125237192,-1
0.8225806451612904,-1
0.831918505942275,-1
0.8403225806451613,-1
0.789587852494577,-1
0.6851851851851852,-1
0.8628472222222222,-1
0.847926267281106,-1
0.847926267281106,-1
0.847926267281106,-1
0.8709150326797386,-1
0.6964285714285714,-1
0.8,-1
0.8094302554027505,-1
0.8611500701262272,-1
0.8669354838709677,-1
0.8722580645161291,-1
0.8771712158808933,-1
0.8817204301075269,-1
0.7553191489361702,-1
0.9027093596059114,-1
0.8817204301075269,-1
0.8859447004608295,-1
0.8859447004608295,-1
0.8859447004608295,-1
0.8859447004608295,-1
0.7620689655172413,-1
0.8514548238897397,-1
0.9063981042654028,-1
0.8859447004608295,-1
0.8859447004608295,-1
0.2971014492753623,-1
0.6560283687943262,-1
0.9098173515981736,-1
0.8898776418242491,-1
0.8935483870967742,-1
0.8969823100936525,-1
0.9002016129032258,-1
0.9032258064516129,-1
0.9060721062618596,-1
0.9087557603686636,-1
0.9112903225806451,-1
0.9136878814298169,-1
0.9159592529711376,-1
0.9181141439205955,-1
0.9181141439205955,-1
0.8244274809160306,-1
0.9181141439205955,-1
0.8969181721572795,-1
0.9201612903225806,-1
0.9201612903225806,-1
0.9201612903225806,-1
0.9201612903225806,-1
0.9364951768488746,-1
0.827930174563591,-1
0.9201612903225806,-1
0.9201612903225806,-1
0.2971014492753623,-1
0.6560283687943262,-1
0.2971014492753623,-1
0.6560283687943262,-1
0.2971014492753623,-1
0.6560283687943262,-1
0.2971014492753623,-1
0.6560283687943262,-1
0.2971014492753623,-1
0.6560283687943262,-1
0.8312958435207825,-1
0.9221085759244689,-1
0.923963133640553,-1
0.9257314328582146,-1
0.9274193548387096,-1
0.9290322580645162,-1
0.9305750350631136,-1
0.9320521619766644,-1
0.9334677419354839,-1
0.934825543120474,-1
0.9361290322580645,-1
0.937381404174573,-1
0.9385856079404467,-1
0.9397443700547778,-1
0.9408602150537635,-1
0.9419354838709677,-1
0.9429723502304147,-1
0.6140350877192983,-1
0.6732673267326733,-1
0.41414141414141414,-1
0.7167381974248928,-1
0.4069767441860465,-1
0.75,-1
0.4215686274509804,-1
0.6593406593406593,-1
0.7762711864406779,-1
0.7975460122699386,-1
0.7304347826086957,-1
0.8151260504201681,-1
0.7559055118110236,-1
0.7575757575757576,-1
0.41732283464566927,1
0.8151260504201681,-1
0.8298969072164949,-1
0.8424821002386634,-1
0.8533333333333334,-1
0.818639798488665,-1
0.8627858627858628,-1
0.8627858627858628,-1
0.8228571428571428,-1
0.8321678321678322,-1
0.5487804878048781,1
0.87109375,-1
0.8784530386740331,-1
0.8850174216027874,-1
0.8909090909090909,-1
0.8609865470852018,-1
0.6318407960199005,1
0.8716577540106952,-1
0.8962264150943396,-1
0.8962264150943396,-1
0.8962264150943396,-1
0.8793969849246231,-1
0.645933014354067,1
0.8680851063829788,-1
0.8744939271255061,-1
0.9054441260744985,-1
0.9094650205761317,-1
0.9131578947368421,-1
0.9165613147914032,-1
0.9197080291970803,-1
0.7228464419475655,1
0.9096612296110415,-1
0.9197080291970803,-1
0.9226260257913247,-1
0.9226260257913247,-1
0.9226260257913247,-1
0.9226260257913247,-1
0.730909090909091,1
0.9028213166144201,-1
0.9131483715319663,-1
0.9226260257913247,-1
0.9226260257913247,-1
0.5203252032520326,-1
0.7715355805243446,-1
0.9163763066202091,-1
0.9253393665158371,-1
0.9278688524590164,-1
0.9302325581395349,-1
0.932446264073695,-1
0.9345238095238095,-1
0.9364773820981713,-1
0.9383177570093458,-1
0.9400544959128065,-1
0.941696113074205,-1
0.943250214961307,-1
0.9447236180904522,-1
0.9447236180904522,-1
0.8042328042328042,1
0.9447236180904522,-1
0.9330453563714903,-1
0.9461224489795919,-1
0.9461224489795919,-1
0.9461224489795919,-1
0.9461224489795919,-1
0.9414157851912124,-1
0.8082901554404145,1
0.9461224489795919,-1
0.9461224489795919,-1
0.5203252032520326,-1
0.7715355805243446,-1
0.5203252032520326,-1
0.7715355805243446,-1
0.5203252032520326,-1
0.7715355805243446,-1
0.5203252032520326,-1
0.7715355805243446,-1
0.5203252032520326,-1
0.7715355805243446,-1
0.8121827411167513,1
0.947452229299363,-1
0.9487179487179487,-1
0.9499241274658573,-1
0.9510748702742773,-1
0.9521739130434783,-1
0.9532246633593197,-1
0.9542302357836339,-1
0.955193482688391,-1
0.9561170212765957,-1
0.9570032573289903,-1
0.9578544061302682,-1
0.9586725109580463,-1
0.9594594594594594,-1
0.9602169981916817,-1
0.9609467455621302,-1
0.9616502033701336,-1
0.10367892976588629,1
0.40816326530612246,-1
0.18787878787878787,1
0.4808743169398907,-1
0.25761772853185594,1
0.4020100502512563,-1
0.35125448028673834,-1
0.3163265306122449,1
0.3664302600472813,1
0.42201834862385323,-1
0.40969162995594716,1
0.4586894586894587,-1
0.6269035532994924,-1
0.5089285714285714,-1
0.40969162995594716,1
0.44742268041237115,1
0.4806201550387597,1
0.5100548446069469,1
0.6902834008097166,-1
0.5363321799307958,1
0.5363321799307958,1
0.5659955257270693,-1
0.7034220532319392,-1
0.5210727969348659,-1
0.5599343185550082,1
0.58125,1
0.6005961251862891,1
0.6182336182336182,1
0.6353591160220995,-1
0.5536912751677853,-1
0.7537993920972644,-1
0.6343792633015006,1
0.6343792633015006,1
0.6343792633015006,1
0.7651296829971181,-1
0.5588235294117647,-1
0.6507936507936508,-1
0.6649746192893401,-1
0.6628930817610063,1
0.6755447941888619,1
0.6872812135355892,1
0.6981981981981982,1
0.7083786724700761,1
0.6043956043956044,-1
0.8098434004474273,-1
0.7083786724700761,1
0.7178947368421053,1
0.7178947368421053,1
0.7178947368421053,1
0.7178947368421053,1
0.6102150537634409,-1
0.7306122448979592,-1
0.8153347732181425,-1
0.7178947368421053,1
0.7178947368421053,1
0.32272727272727275,-1
0.5384615384615384,-1
0.8194154488517745,-1
0.7268093781855249,1
0.7351778656126482,1
0.7430488974113135,1
